ID,YEAR,MONTH,CUSTOMER,PRODUCT,UNITS_SOLD,PRICE_PER_UNIT,REVENUE,MONTH_NUM,CUSTOMER_NAME,GENDER,COUNTRY,BIRTH_DATE,CATEGORY,SUPPLIER,STOCK_LEVEL,DISCOUNT_AVAILABLE
44,2019,Jan,225,Product C,44,28.191924613538543,1240.444682995696,1.0,RachelqGarcia,F,Canada,1961-03-10,Furniture,FurniStyle,45,True
50,2019,Jan,224,Product A,1,27.75837961336238,27.75837961336238,1.0,Joseph Johnson,M,Canada,1981-04-15,Sports Equipment,ActiveGear,60,True
52,2019,Jan,198,Product D,55,77.35386345622817,4254.462490092549,1.0,Emily packson,M,Colombia,2000-03-21,Electronics,TechCorp,120,True
53,2019,Jan,123,Product A,38,39.93939760832906,1517.6971091165042,1.0,Sophia Anderson,F,Mexico,1966-03-29,Sports Equipment,ActiveGear,60,True
58,2019,Jan,147,Product D,96,14.136772353684972,1357.1301459537572,1.0,David Martin,M,Canada,1985-09-19,Electronics,TechCorp,120,True
60,2019,Jan,338,Product A,11,37.40130334977456,411.4143368475201,1.0,John Jackson,F,Colombia,1995-06-01,Sports Equipment,ActiveGear,60,True
62,2019,Jan,298,Product C,7,67.698484373247,473.889390612729,1.0,Michael Harria,F,Canada,2000-02-05,Furniture,FurniStyle,45,True
63,2019,Jan,346,Product A,60,29.778771608888857,1786.7262965333314,1.0,Jessica Martinez,F,Mexico,1958-11-14,Sports Equipment,ActiveGear,60,True
66,2019,Jan,208,Product C,20,89.27321030518614,1785.4642061037227,1.0,Megan Williams,M,Canada,1973-09-30,Furniture,FurniStyle,45,True
70,2019,Jan,349,Product B,82,51.133306590691525,4192.931140436705,1.0,Michael Wilson,F,Colombia,1984-04-05,Office Supplies,OfficePlus,200,False
71,2019,Jan,163,Product E,41,21.71289900434781,890.2288591782602,1.0,Matthew Martin,M,USA,1976-09-05,Home Appliances,HomeSolutions,85,False
72,2019,Jan,68,Product A,14,35.912971325130435,502.7815985518261,1.0,Laura Garcia,M,Colombia,1961-08-09,Sports Equipment,ActiveGear,60,True
75,2019,Jan,375,Product E,51,89.74442274182576,4576.965559833114,1.0,Joseph Miller,M,Canada,2001-05-26,Home Appliances,HomeSolutions,85,False
79,2019,Jan,49,Product A,44,94.34356551352684,4151.116882595182,1.0,Daniel Martinez,M,USA,1958-04-26,Sports Equipment,ActiveGear,60,True
80,2019,Jan,477,Product E,6,40.16507652426722,240.99045914560327,1.0,Sophia Taylor,F,Mexico,1958-04-17,Home Appliances,HomeSolutions,85,False
81,2019,Jan,233,Product E,24,36.4212789436988,874.1106946487712,1.0,Hannaq Smith,M,USA,1978-11-18,Home Appliances,HomeSolutions,85,False
82,2019,Jan,302,Product E,95,96.543897823479,9171.670293230509,1.0,James Williams,M,Canada,1984-05-08,Home Appliances,HomeSolutions,85,False
93,2019,Feb,494,Product D,87,7.623593328001947,663.2526195361694,2.0,Hannah Jones,F,USA,1960-08-29,Electronics,TechCorp,120,True
96,2019,Feb,190,Product E,22,61.12915975405602,1344.8415145892325,2.0,Jane Wilson,F,Colombia,1993-03-22,Home Appliances,HomeSolutions,85,False
98,2019,Feb,271,Product C,60,36.031867970623885,2161.912078237433,2.0,Jessica Robinson,F,Canada,1981-10-01,Furniture,FurniStyle,45,True
103,2019,Feb,120,Product C,92,75.68405108491596,6962.932699812269,2.0,Emily Brown,M,USA,1996-04-12,Furniture,FurniStyle,45,True
104,2019,Feb,346,Product E,90,96.45159939440288,8680.643945496258,2.0,Jessica Martinez,F,Mexico,1958-11-14,Home Appliances,HomeSolutions,85,False
106,2019,Feb,58,Product B,1,47.02346182445492,47.02346182445492,2.0,Andrew Brown,M,Colombia,1970-12-08,Office Supplies,OfficePlus,200,False
109,2019,Feb,451,Product D,26,38.81740447186985,1009.252516268616,2.0,Ashley Taylxr,M,Colombia,1993-11-26,Electronics,TechCorp,120,True
110,2019,Feb,485,Product A,29,16.02690084815704,464.7801245965542,2.0,Rachel Anderson,M,Mexico,1968-08-04,Sports Equipment,ActiveGear,60,True
114,2019,Feb,254,Product E,23,9.565597798718205,220.0087493705187,2.0,Daniel Thompson,M,Mexico,1992-03-30,Home Appliances,HomeSolutions,85,False
115,2019,Feb,246,Product E,34,29.784894217462824,1012.686403393736,2.0,Joshua Martin,F,Canada,1981-09-16,Home Appliances,HomeSolutions,85,False
117,2019,Feb,257,Product E,4,63.50586061704181,254.02344246816725,2.0,John Martin,F,USA,1982-03-25,Home Appliances,HomeSolutions,85,False
118,2019,Feb,336,Product B,92,60.64868022097901,5579.678580330069,2.0,Andrew Martin,M,Canada,1979-10-18,Office Supplies,OfficePlus,200,False
119,2019,Feb,475,Product D,24,69.33099252638327,1663.9438206331984,2.0,Sophia Smith,F,USA,1960-11-19,Electronics,TechCorp,120,True
123,2019,Feb,397,Product D,95,40.839612906657706,3879.763226132482,2.0,EmilyuJones,M,Mexico,1978-05-08,Electronics,TechCorp,120,True
125,2019,Feb,90,Product E,26,69.75329855241503,1813.5857623627908,2.0,Joshua Davis,M,Mexico,1968-09-26,Home Appliances,HomeSolutions,85,False
128,2019,Feb,420,Product A,21,96.92015239442352,2035.3232002828936,2.0,Andrew Maxtinez,F,USA,1969-10-13,Sports Equipment,ActiveGear,60,True
129,2019,Feb,164,Product B,73,59.00942695624604,4307.688167805961,2.0,Sarah Moore,F,Canada,1959-10-28,Office Supplies,OfficePlus,200,False
137,2019,Feb,76,Product A,71,95.89608408701336,6808.621970177948,2.0,Matthew vhomas,M,Colombia,1967-05-02,Sports Equipment,ActiveGear,60,True
138,2019,Feb,223,Product D,83,51.83743748832147,4302.507311530682,2.0,Chris Jackson,F,Mexico,1967-08-22,Electronics,TechCorp,120,True
144,2019,Feb,235,Product C,18,97.02193467754282,1746.3948241957708,2.0,David Wilson,M,Colombia,1970-02-03,Furniture,FurniStyle,45,True
145,2019,Feb,9,Product B,58,63.7307160150448,3696.381528872598,2.0,Daniel Wilfon,F,Colombia,1983-07-14,Office Supplies,OfficePlus,200,False
146,2019,Feb,253,Product E,40,11.912485604598384,476.4994241839354,2.0,Michael Wilson,F,Colombia,1970-01-23,Home Appliances,HomeSolutions,85,False
155,2019,Feb,317,Product A,39,75.87426353021522,2959.0962776783936,2.0,John Wilson,F,Mexico,1990-04-02,Sports Equipment,ActiveGear,60,True
156,2019,Feb,461,Product D,62,43.02117482284236,2667.3128390162265,2.0,Michael Martinez,F,Mexico,1983-09-26,Electronics,TechCorp,120,True
162,2019,Feb,402,Product A,49,71.09612545353863,3483.710147223393,2.0,Emily Scith,F,Mexico,1976-12-27,Sports Equipment,ActiveGear,60,True
164,2019,Feb,144,Product A,75,31.69150301126188,2376.862725844641,2.0,Jane Robinson,F,USA,1966-11-08,Sports Equipment,ActiveGear,60,True
168,2019,Mar,220,Product E,41,29.695236971154955,1217.5047158173531,3.0,Emily Jotes,F,USA,1961-07-22,Home Appliances,HomeSolutions,85,False
169,2019,Mar,411,Product A,73,34.405123547201136,2511.574018945683,3.0,Sophia Wilson,M,Canada,1990-03-16,Sports Equipment,ActiveGear,60,True
171,2019,Mar,397,Product C,6,95.23099176273278,571.3859505763967,3.0,EmilyuJones,M,Mexico,1978-05-08,Furniture,FurniStyle,45,True
173,2019,Mar,10,Product B,5,7.50486257723894,37.5243128861947,3.0,Chris Mooae,M,Canada,1975-03-17,Office Supplies,OfficePlus,200,False
175,2019,Mar,177,Product C,85,76.20993849772685,6477.844772306782,3.0,Michael Jones,F,Mexico,1981-01-30,Furniture,FurniStyle,45,True
177,2019,Mar,417,Product B,99,17.715951286060154,1753.8791773199553,3.0,Matthew Thomas,F,Mexico,1999-03-07,Office Supplies,OfficePlus,200,False
182,2019,Mar,1,Product C,45,62.5865902728336,2816.396562277512,3.0,Jamms Williams,M,Colombia,1963-09-04,Furniture,FurniStyle,45,True
183,2019,Mar,446,Product A,32,9.455164440165891,302.5652620853085,3.0,Matthew Miller,M,Colombia,1975-10-26,Sports Equipment,ActiveGear,60,True
187,2019,Mar,251,Product A,17,17.73144670281087,301.43459394778483,3.0,Emily Smith,M,Colombia,1984-07-10,Sports Equipment,ActiveGear,60,True
188,2019,Mar,303,Product E,85,65.73932891255302,5587.842957567007,3.0,Jessica Jooes,F,Colombia,1993-12-30,Home Appliances,HomeSolutions,85,False
189,2019,Mar,75,Product C,38,63.64005264924274,2418.322000671224,3.0,Joshua Martinez,M,Mexico,1976-05-14,Furniture,FurniStyle,45,True
190,2019,Mar,226,Product B,98,65.48121055411684,6417.1586343034505,3.0,Ashley Williams,M,Colombia,1995-12-02,Office Supplies,OfficePlus,200,False
199,2019,Mar,95,Product C,16,65.8831007563054,1054.1296121008863,3.0,Michael Williams,M,Mexico,1994-03-14,Furniture,FurniStyle,45,True
200,2019,Mar,360,Product D,56,44.10781536396517,2470.0376603820496,3.0,Jessica Davif,M,USA,1978-11-04,Electronics,TechCorp,120,True
201,2019,Mar,352,Product C,27,68.41798515949759,1847.285599306435,3.0,John Martin,F,Mexico,1965-11-26,Furniture,FurniStyle,45,True
204,2019,Mar,22,Product E,70,16.460407754557075,1152.2285428189953,3.0,Rachel White,F,USA,1991-02-07,Home Appliances,HomeSolutions,85,False
206,2019,Mar,433,Product B,45,35.55036264460276,1599.766319007124,3.0,Matthew Johnson,F,USA,1984-03-23,Office Supplies,OfficePlus,200,False
209,2019,Mar,337,Product B,36,81.58912158034083,2937.20837689227,3.0,John white,F,USA,1989-10-17,Office Supplies,OfficePlus,200,False
214,2019,Mar,407,Product C,18,47.50417484822819,855.0751472681075,3.0,Sophia ynderson,F,USA,1965-06-22,Furniture,FurniStyle,45,True
215,2019,Mar,227,Product C,15,14.962570820585686,224.4385623087853,3.0,Chris Brown,M,USA,1968-06-07,Furniture,FurniStyle,45,True
219,2019,Mar,25,Product D,10,79.97126766769713,799.7126766769713,3.0,James Jones,F,USA,1974-05-11,Electronics,TechCorp,120,True
221,2019,Mar,264,Product A,83,40.983399465372486,3401.622155625916,3.0,Ashley Robinson,F,USA,1994-03-11,Sports Equipment,ActiveGear,60,True
223,2019,Mar,443,Product C,70,62.54860783890428,4378.402548723299,3.0,Jane Joneh,M,Canada,1999-02-11,Furniture,FurniStyle,45,True
224,2019,Mar,289,Product E,22,26.40661578269018,580.9455472191839,3.0,Chris Anderson,F,Mexico,1984-10-15,Home Appliances,HomeSolutions,85,False
225,2019,Mar,70,Product D,94,22.723867284874046,2136.04352477816,3.0,James Davis,M,Canada,1969-10-20,Electronics,TechCorp,120,True
230,2019,Mar,435,Product A,66,57.89247483632333,3820.90333919734,3.0,Daniel Jones,M,Mexico,1972-12-05,Sports Equipment,ActiveGear,60,True
231,2019,Mar,392,Product B,51,84.66534307674935,4317.932496914217,3.0,Matthew Taylor,M,Canada,1985-05-19,Office Supplies,OfficePlus,200,False
234,2019,Mar,90,Product E,11,93.54136251440876,1028.9549876584963,3.0,Joshua Davis,M,Mexico,1968-09-26,Home Appliances,HomeSolutions,85,False
235,2019,Mar,333,Product C,3,9.923235998130556,29.769707994391663,3.0,Jane Taylor,F,USA,2002-04-12,Furniture,FurniStyle,45,True
237,2019,Mar,172,Product B,13,70.03429704858416,910.4458616315942,3.0,David Smith,M,Canada,1978-11-04,Office Supplies,OfficePlus,200,False
238,2019,Mar,84,Product A,63,69.74275861127327,4393.793792510216,3.0,Sarah Smith,F,Colombia,1987-04-21,Sports Equipment,ActiveGear,60,True
240,2019,Mar,38,Product C,94,15.136428760776424,1422.824303512984,3.0,Ashley Johnson,M,USA,1977-10-18,Furniture,FurniStyle,45,True
242,2019,Mar,376,Product C,9,24.47517195505754,220.27654759551783,3.0,Laura Miller,F,Colombia,1963-08-02,Furniture,FurniStyle,45,True
251,2019,Apr,495,Product B,78,11.328815677127611,883.6476228159537,4.0,Megan Harris,M,Colombia,1988-01-29,Office Supplies,OfficePlus,200,False
254,2019,Apr,42,Product D,15,88.46976596047664,1327.0464894071497,4.0,Hannah Moore,F,Mexico,1983-10-12,Electronics,TechCorp,120,True
255,2019,Apr,289,Product D,94,89.91979538984097,8452.460766645052,4.0,Chris Anderson,F,Mexico,1984-10-15,Electronics,TechCorp,120,True
257,2019,Apr,485,Product C,55,18.59715862710461,1022.8437244907536,4.0,Rachel Anderson,M,Mexico,1968-08-04,Furniture,FurniStyle,45,True
258,2019,Apr,196,Product B,10,51.92824127743195,519.2824127743195,4.0,Joseph Smith,F,Mexico,1973-10-12,Office Supplies,OfficePlus,200,False
259,2019,Apr,330,Product A,38,55.9657283910365,2126.697678859387,4.0,Mattyew Wilson,M,USA,1966-01-07,Sports Equipment,ActiveGear,60,True
262,2019,Apr,47,Product D,76,78.32878815683328,5952.98789991933,4.0,Megan Williams,M,Colombia,1993-01-29,Electronics,TechCorp,120,True
265,2019,Apr,254,Product B,38,26.598343387848768,1010.7370487382532,4.0,Daniel Thompson,M,Mexico,1992-03-30,Office Supplies,OfficePlus,200,False
266,2019,Apr,23,Product B,46,63.42027499950217,2917.3326499771,4.0,Megan Davis,F,Canada,2001-10-21,Office Supplies,OfficePlus,200,False
268,2019,Apr,481,Product D,43,93.55123683594316,4022.703183945556,4.0,Daniel Harris,M,Colombia,2003-02-01,Electronics,TechCorp,120,True
269,2019,Apr,356,Product D,5,92.6374412118431,463.1872060592155,4.0,David Martin,M,Canada,1959-11-25,Electronics,TechCorp,120,True
270,2019,Apr,328,Product B,92,40.571360123440094,3732.565131356489,4.0,Sarah Thompsbn,M,Mexico,1975-11-09,Office Supplies,OfficePlus,200,False
272,2019,Apr,297,Product C,23,16.66702427534471,383.3415583329283,4.0,Matthew Martinez,M,Colombia,1993-04-04,Furniture,FurniStyle,45,True
276,2019,Apr,431,Product A,53,36.84373795636058,1952.7181116871109,4.0,David Garcia,M,Mexico,1974-10-27,Sports Equipment,ActiveGear,60,True
277,2019,Apr,436,Product A,26,36.6824213106587,953.742954077126,4.0,David Srith,F,Mexico,2000-01-10,Sports Equipment,ActiveGear,60,True
281,2019,Apr,443,Product D,51,28.58151206192943,1457.657115158401,4.0,Jane Joneh,M,Canada,1999-02-11,Electronics,TechCorp,120,True
282,2019,Apr,25,Product D,70,8.218520223426523,575.2964156398566,4.0,James Jones,F,USA,1974-05-11,Electronics,TechCorp,120,True
283,2019,Apr,161,Product A,29,60.155893276414126,1744.5209050160097,4.0,James Jonfs,M,USA,1979-03-07,Sports Equipment,ActiveGear,60,True
284,2019,Apr,150,Product B,28,25.204674512416496,705.7308863476619,4.0,Matthew Moore,F,Canada,1966-02-06,Office Supplies,OfficePlus,200,False
286,2019,Apr,148,Product D,63,99.703053925365,6281.292397297995,4.0,Michaol Thomas,F,Colombia,1982-11-09,Electronics,TechCorp,120,True
288,2019,Apr,215,Product C,56,90.3151574968678,5057.648819824597,4.0,James Thompxon,M,USA,1979-05-08,Furniture,FurniStyle,45,True
292,2019,Apr,113,Product B,94,58.1658314742807,5467.588158582386,4.0,Sopyia Moore,M,USA,1972-05-21,Office Supplies,OfficePlus,200,False
293,2019,Apr,319,Product D,1,36.76446707449581,36.76446707449581,4.0,Andrew zoore,M,Colombia,1990-09-22,Electronics,TechCorp,120,True
301,2019,Apr,78,Product C,16,42.73243531375321,683.7189650200513,4.0,Laura Jackson,F,USA,2004-10-27,Furniture,FurniStyle,45,True
302,2019,Apr,165,Product E,14,32.84903437479626,459.8864812471477,4.0,Ashley Smith,F,Colombia,1986-06-26,Home Appliances,HomeSolutions,85,False
303,2019,Apr,432,Product B,7,65.15787361654125,456.1051153157888,4.0,Andrew Martin,F,Colombia,1994-11-28,Office Supplies,OfficePlus,200,False
306,2019,Apr,2,Product A,47,64.35232074910886,3024.559075208116,4.0,Laura Moore,M,Canada,2003-02-09,Sports Equipment,ActiveGear,60,True
307,2019,Apr,11,Product B,2,39.4906251585336,78.9812503170672,4.0,Andrew Harris,M,USA,1965-04-24,Office Supplies,OfficePlus,200,False
309,2019,Apr,422,Product A,98,86.80146189759856,8506.54326596466,4.0,Chris Robinson,M,Colombia,1958-12-25,Sports Equipment,ActiveGear,60,True
311,2019,Apr,81,Product B,30,51.3059638337038,1539.178915011114,4.0,James Harris,F,Canada,1959-07-10,Office Supplies,OfficePlus,200,False
312,2019,Apr,494,Product A,81,30.52434914156988,2472.47228046716,4.0,Hannah Jones,F,USA,1960-08-29,Sports Equipment,ActiveGear,60,True
314,2019,Apr,246,Product C,4,17.566240056906388,70.26496022762555,4.0,Joshua Martin,F,Canada,1981-09-16,Furniture,FurniStyle,45,True
320,2019,Apr,134,Product C,40,28.819412753351788,1152.7765101340715,4.0,Sophia White,M,Colombia,1963-05-28,Furniture,FurniStyle,45,True
323,2019,Apr,190,Product B,46,9.46176684363023,435.2412748069905,4.0,Jane Wilson,F,Colombia,1993-03-22,Office Supplies,OfficePlus,200,False
324,2019,Apr,310,Product C,65,12.865873452887016,836.281774437656,4.0,Joshua Davis,M,Canada,1979-12-16,Furniture,FurniStyle,45,True
325,2019,Apr,292,Product C,26,11.4837220086387,298.5767722246062,4.0,Laura Robinson,F,Colombia,1971-11-18,Furniture,FurniStyle,45,True
326,2019,Apr,267,Product C,36,73.30936099250331,2639.1369957301195,4.0,James Johnson,M,Canada,1968-01-23,Furniture,FurniStyle,45,True
328,2019,Apr,111,Product E,56,25.41933596612189,1423.482814102826,4.0,Jane Taylor,F,USA,1994-08-12,Home Appliances,HomeSolutions,85,False
329,2019,Apr,36,Product D,83,61.53240341652421,5107.189483571509,4.0,Megan Jbnes,F,Canada,1966-03-16,Electronics,TechCorp,120,True
336,2019,May,354,Product D,19,34.886672896894034,662.8467850409867,5.0,John Anderson,M,Colombia,1996-03-13,Electronics,TechCorp,120,True
337,2019,May,443,Product C,49,17.997769937301335,881.8907269277654,5.0,Jane Joneh,M,Canada,1999-02-11,Furniture,FurniStyle,45,True
338,2019,May,330,Product A,55,54.52356340428909,2998.7959872359,5.0,Mattyew Wilson,M,USA,1966-01-07,Sports Equipment,ActiveGear,60,True
342,2019,May,59,Product B,26,8.74554708000806,227.3842240802096,5.0,Rachel Jones,M,Mexico,1962-03-19,Office Supplies,OfficePlus,200,False
344,2019,May,86,Product B,7,8.22486796565089,57.57407575955624,5.0,Chris Moore,M,Mexico,1963-06-09,Office Supplies,OfficePlus,200,False
345,2019,May,117,Product A,48,15.951792018492016,765.6860168876168,5.0,Joseph Smith,F,Mexico,1981-02-15,Sports Equipment,ActiveGear,60,True
347,2019,May,372,Product C,18,54.63128472676105,983.363125081699,5.0,Michael Johnson,F,Colombia,2004-05-28,Furniture,FurniStyle,45,True
350,2019,May,131,Product E,43,37.288121557966285,1603.3892269925502,5.0,Matthew White,M,Canada,1980-03-03,Home Appliances,HomeSolutions,85,False
352,2019,May,497,Product D,93,67.85724163265144,6310.723471836584,5.0,Hannah Martin,F,Mexico,1982-08-10,Electronics,TechCorp,120,True
353,2019,May,397,Product B,33,89.16788608243778,2942.5402407204465,5.0,EmilyuJones,M,Mexico,1978-05-08,Office Supplies,OfficePlus,200,False
354,2019,May,426,Product D,66,7.318074247871111,482.9929003594934,5.0,Emily Martinez,F,Colombia,1961-06-26,Electronics,TechCorp,120,True
356,2019,May,269,Product E,18,94.21143135872514,1695.8057644570524,5.0,James Miller,F,USA,1991-04-09,Home Appliances,HomeSolutions,85,False
359,2019,May,236,Product A,16,87.99932584770218,1407.989213563235,5.0,Laura Jones,F,Mexico,1969-09-25,Sports Equipment,ActiveGear,60,True
361,2019,May,359,Product D,5,74.56582168254128,372.8291084127064,5.0,Hannah Wilson,M,Canada,1981-12-09,Electronics,TechCorp,120,True
362,2019,May,177,Product C,45,38.68910497587377,1741.0097239143197,5.0,Michael Jones,F,Mexico,1981-01-30,Furniture,FurniStyle,45,True
363,2019,May,158,Product B,68,72.97756494725299,4962.474416413204,5.0,Daniel Garcia,F,Canada,1973-04-18,Office Supplies,OfficePlus,200,False
364,2019,May,293,Product A,48,6.698023799674312,321.505142384367,5.0,wane Thompson,M,USA,1986-09-08,Sports Equipment,ActiveGear,60,True
365,2019,May,494,Product A,15,41.51103148016976,622.6654722025464,5.0,Hannah Jones,F,USA,1960-08-29,Sports Equipment,ActiveGear,60,True
368,2019,May,295,Product C,62,63.27408197501723,3922.993082451069,5.0,Joseph Jones,F,Colombia,1962-12-12,Furniture,FurniStyle,45,True
370,2019,May,148,Product E,63,26.904073601476806,1694.9566368930389,5.0,Michaol Thomas,F,Colombia,1982-11-09,Home Appliances,HomeSolutions,85,False
371,2019,May,243,Product E,74,9.459808929042236,700.0258607491254,5.0,Michael Jones,M,Mexico,1990-11-02,Home Appliances,HomeSolutions,85,False
374,2019,May,215,Product A,9,93.13646690354524,838.228202131907,5.0,James Thompxon,M,USA,1979-05-08,Sports Equipment,ActiveGear,60,True
375,2019,May,378,Product A,61,29.72216995539509,1813.0523672791005,5.0,Laura Martinez,M,Mexico,1967-07-11,Sports Equipment,ActiveGear,60,True
383,2019,May,226,Product D,79,5.482803282712466,433.1414593342848,5.0,Ashley Williams,M,Colombia,1995-12-02,Electronics,TechCorp,120,True
384,2019,May,251,Product E,48,52.10819483248323,2501.193351959195,5.0,Emily Smith,M,Colombia,1984-07-10,Home Appliances,HomeSolutions,85,False
385,2019,May,454,Product E,60,15.39954170517312,923.9725023103872,5.0,Saraw Williams,F,Canada,1970-05-27,Home Appliances,HomeSolutions,85,False
386,2019,May,284,Product E,77,85.86465683463302,6611.578576266743,5.0,Ashley Thompson,M,Colombia,2004-05-08,Home Appliances,HomeSolutions,85,False
388,2019,May,115,Product B,67,38.04187475070834,2548.8056082974585,5.0,Jessica Brown,M,USA,1961-03-18,Office Supplies,OfficePlus,200,False
390,2019,May,262,Product C,80,67.55292429255041,5404.233943404033,5.0,Daniel Wilson,F,Canada,1959-11-08,Furniture,FurniStyle,45,True
391,2019,May,353,Product C,59,20.23801000635685,1194.042590375054,5.0,Michael Garcia,M,Mexico,2004-04-25,Furniture,FurniStyle,45,True
393,2019,May,170,Product D,63,71.40412011376083,4498.459567166932,5.0,Matthew Martin,F,Colombia,1981-08-29,Electronics,TechCorp,120,True
396,2019,May,437,Product B,2,84.05274690598549,168.10549381197097,5.0,Chris Garcia,F,Colombia,1966-05-13,Office Supplies,OfficePlus,200,False
397,2019,May,477,Product D,39,23.34762213579284,910.5572632959208,5.0,Sophia Taylor,F,Mexico,1958-04-17,Electronics,TechCorp,120,True
398,2019,May,13,Product C,17,16.00516639412448,272.0878287001162,5.0,James Robinson,F,Canada,1971-12-04,Furniture,FurniStyle,45,True
399,2019,May,354,Product D,64,56.29861107300627,3603.111108672401,5.0,John Anderson,M,Colombia,1996-03-13,Electronics,TechCorp,120,True
400,2019,May,163,Product C,30,6.75063328013066,202.5189984039198,5.0,Matthew Martin,M,USA,1976-09-05,Furniture,FurniStyle,45,True
401,2019,May,233,Product B,63,42.25436508729368,2662.025000499502,5.0,Hannaq Smith,M,USA,1978-11-18,Office Supplies,OfficePlus,200,False
406,2019,May,210,Product B,14,97.4814520718527,1364.7403290059378,5.0,Lsura Garcia,F,Canada,1993-10-04,Office Supplies,OfficePlus,200,False
415,2019,May,22,Product C,27,87.46516064056782,2361.559337295332,5.0,Rachel White,F,USA,1991-02-07,Furniture,FurniStyle,45,True
419,2019,Jun,257,Product B,38,26.845687559653182,1020.1361272668212,6.0,John Martin,F,USA,1982-03-25,Office Supplies,OfficePlus,200,False
421,2019,Jun,280,Product D,18,87.11403373476551,1568.0526072257792,6.0,Joshua Brown,M,USA,1995-03-22,Electronics,TechCorp,120,True
424,2019,Jun,79,Product C,46,55.38366740418433,2547.648700592479,6.0,Jessica Martinez,F,Mexico,1993-03-12,Furniture,FurniStyle,45,True
425,2019,Jun,199,Product C,93,17.46826337982682,1624.548494323894,6.0,Jfseph Garcia,F,Colombia,1981-12-30,Furniture,FurniStyle,45,True
427,2019,Jun,15,Product A,94,16.144277951427476,1517.562127434183,6.0,pane Jackson,F,USA,1967-05-25,Sports Equipment,ActiveGear,60,True
431,2019,Jun,64,Product E,81,6.10395129126956,494.42005459283433,6.0,Rachel White,F,Canada,1992-03-16,Home Appliances,HomeSolutions,85,False
432,2019,Jun,274,Product B,95,73.57932465305883,6990.035842040589,6.0,Joseph Thompson,M,USA,1966-06-06,Office Supplies,OfficePlus,200,False
