ID,YEAR,MONTH,CUSTOMER,PRODUCT,UNITS_SOLD,PRICE_PER_UNIT,REVENUE,MONTH_NUM,CUSTOMER_NAME,GENDER,COUNTRY,BIRTH_DATE,CATEGORY,SUPPLIER,STOCK_LEVEL,DISCOUNT_AVAILABLE
167,2019,Mar,136,Product B,60,60.44733062583285,3626.839837549971,3.0,Jane Garcia,F,USA,1960-05-09,Office Supplies,OfficePlus,200,False
168,2019,Mar,220,Product E,41,29.695236971154955,1217.5047158173531,3.0,Emily Jotes,F,USA,1961-07-22,Home Appliances,HomeSolutions,85,False
170,2019,Mar,212,Product E,92,30.74097603893734,2828.169795582235,3.0,JohncHarris,M,Colombia,2000-02-01,Home Appliances,HomeSolutions,85,False
172,2019,Mar,256,Product E,47,92.32177242437815,4339.123303945773,3.0,Laura Anderson,F,Colombia,1996-08-06,Home Appliances,HomeSolutions,85,False
175,2019,Mar,177,Product C,85,76.20993849772685,6477.844772306782,3.0,Michael Jones,F,Mexico,1981-01-30,Furniture,FurniStyle,45,True
178,2019,Mar,405,Product D,81,55.762896127799,4516.794586351719,3.0,Sarah Thompson,M,USA,1964-11-09,Electronics,TechCorp,120,True
181,2019,Mar,145,Product E,78,24.479306208119866,1909.385884233349,3.0,Joshua Johnson,M,Mexico,1992-10-25,Home Appliances,HomeSolutions,85,False
184,2019,Mar,95,Product B,34,50.24001619495635,1708.1605506285157,3.0,Michael Williams,M,Mexico,1994-03-14,Office Supplies,OfficePlus,200,False
185,2019,Mar,259,Product C,50,85.95724253026131,4297.862126513066,3.0,David Johnson,M,Colombia,1972-12-19,Furniture,FurniStyle,45,True
186,2019,Mar,54,Product D,5,13.398781219736424,6699.390609868212,3.0,John Miller,F,USA,1963-03-09,Electronics,TechCorp,120,True
188,2019,Mar,303,Product E,85,65.73932891255302,5587.842957567007,3.0,Jessica Jooes,F,Colombia,1993-12-30,Home Appliances,HomeSolutions,85,False
189,2019,Mar,75,Product C,38,63.64005264924274,2418.322000671224,3.0,Joshua Martinez,M,Mexico,1976-05-14,Furniture,FurniStyle,45,True
190,2019,Mar,226,Product B,98,65.48121055411684,6417.1586343034505,3.0,Ashley Williams,M,Colombia,1995-12-02,Office Supplies,OfficePlus,200,False
193,2019,Mar,335,Product D,30,64.09823652164798,1922.9470956494392,3.0,Emily Wilson,F,USA,1996-11-22,Electronics,TechCorp,120,True
195,2019,Mar,138,Product A,74,78.04718542496276,5775.491721447244,3.0,Jane Smith,M,USA,1971-05-26,Sports Equipment,ActiveGear,60,True
196,2019,Mar,340,Product E,34,63.97654002009867,2175.2023606833545,3.0,James Martinez,M,Mexico,2002-06-29,Home Appliances,HomeSolutions,85,False
199,2019,Mar,95,Product C,16,65.8831007563054,1054.1296121008863,3.0,Michael Williams,M,Mexico,1994-03-14,Furniture,FurniStyle,45,True
202,2019,Mar,434,Product E,51,8.882518545315492,453.0084458110901,3.0,James Smith,M,Mexico,1966-02-25,Home Appliances,HomeSolutions,85,False
205,2019,Mar,233,Product D,90,89.95063997511295,8095.557597760166,3.0,Hannaq Smith,M,USA,1978-11-18,Electronics,TechCorp,120,True
207,2019,Mar,282,Product A,47,64.65053700163624,3038.575239076903,3.0,Jane Garcia,M,Mexico,2003-12-06,Sports Equipment,ActiveGear,60,True
208,2019,Mar,239,Product C,63,40.842166697996895,2573.056501973804,3.0,Rachel Mooje,F,Colombia,1981-08-04,Furniture,FurniStyle,45,True
211,2019,Mar,127,Product B,28,40.04679575912838,1121.3102812555946,3.0,Rachel Robinson,F,Mexico,1989-08-13,Office Supplies,OfficePlus,200,False
212,2019,Mar,216,Product B,26,8.484904274606802,220.60751113977685,3.0,Megjn Jones,M,Canada,1959-08-25,Office Supplies,OfficePlus,200,False
215,2019,Mar,227,Product C,15,14.962570820585686,224.4385623087853,3.0,Chris Brown,M,USA,1968-06-07,Furniture,FurniStyle,45,True
219,2019,Mar,25,Product D,10,79.97126766769713,799.7126766769713,3.0,James Jones,F,USA,1974-05-11,Electronics,TechCorp,120,True
225,2019,Mar,70,Product D,94,22.723867284874046,2136.04352477816,3.0,James Davis,M,Canada,1969-10-20,Electronics,TechCorp,120,True
227,2019,Mar,40,Product E,36,99.73927580299748,3590.6139289079088,3.0,Michael Davis,F,Mexico,1986-12-01,Home Appliances,HomeSolutions,85,False
229,2019,Mar,4,Product A,94,21.234320802056253,1996.026155393288,3.0,Cxris Taylor,F,Colombia,1974-04-14,Sports Equipment,ActiveGear,60,True
235,2019,Mar,333,Product C,3,9.923235998130556,29.769707994391663,3.0,Jane Taylor,F,USA,2002-04-12,Furniture,FurniStyle,45,True
240,2019,Mar,38,Product C,94,15.136428760776424,1422.824303512984,3.0,Ashley Johnson,M,USA,1977-10-18,Furniture,FurniStyle,45,True
241,2019,Mar,69,Product D,50,16.80823623112675,840.4118115563374,3.0,Asfley White,F,Canada,1975-07-28,Electronics,TechCorp,120,True
244,2019,Mar,406,Product D,64,79.24387576638442,5071.608049048603,3.0,James White,M,Canada,1999-10-28,Electronics,TechCorp,120,True
245,2019,Mar,267,Product A,14,80.95602743735398,1133.3843841229557,3.0,James Johnson,M,Canada,1968-01-23,Sports Equipment,ActiveGear,60,True
247,2019,Mar,379,Product B,62,39.088895991732734,2423.5115514874296,3.0,Andrew Thompson,F,Mexico,1972-05-21,Office Supplies,OfficePlus,200,False
252,2019,Apr,104,Product C,39,16.105313867294587,628.1072408244889,4.0,Chris Davis,F,USA,1961-11-18,Furniture,FurniStyle,45,True
254,2019,Apr,42,Product D,15,88.46976596047664,1327.0464894071497,4.0,Hannah Moore,F,Mexico,1983-10-12,Electronics,TechCorp,120,True
257,2019,Apr,485,Product C,55,18.59715862710461,1022.8437244907536,4.0,Rachel Anderson,M,Mexico,1968-08-04,Furniture,FurniStyle,45,True
259,2019,Apr,330,Product A,38,55.9657283910365,2126.697678859387,4.0,Mattyew Wilson,M,USA,1966-01-07,Sports Equipment,ActiveGear,60,True
260,2019,Apr,303,Product D,88,62.37599784688869,5489.0878105262045,4.0,Jessica Jooes,F,Colombia,1993-12-30,Electronics,TechCorp,120,True
261,2019,Apr,15,Product E,8,19.242155598133508,153.93724478506806,4.0,pane Jackson,F,USA,1967-05-25,Home Appliances,HomeSolutions,85,False
262,2019,Apr,47,Product D,76,78.32878815683328,5952.98789991933,4.0,Megan Williams,M,Colombia,1993-01-29,Electronics,TechCorp,120,True
263,2019,Apr,411,Product C,36,56.55882211802164,2036.117596248779,4.0,Sophia Wilson,M,Canada,1990-03-16,Furniture,FurniStyle,45,True
267,2019,Apr,218,Product E,62,14.575487286509215,903.6802117635716,4.0,Jovhua Jones,F,Canada,1982-08-10,Home Appliances,HomeSolutions,85,False
268,2019,Apr,481,Product D,43,93.55123683594316,4022.703183945556,4.0,Daniel Harris,M,Colombia,2003-02-01,Electronics,TechCorp,120,True
269,2019,Apr,356,Product D,5,92.6374412118431,463.1872060592155,4.0,David Martin,M,Canada,1959-11-25,Electronics,TechCorp,120,True
270,2019,Apr,328,Product B,92,40.571360123440094,3732.565131356489,4.0,Sarah Thompsbn,M,Mexico,1975-11-09,Office Supplies,OfficePlus,200,False
271,2019,Apr,393,Product C,29,14.903461774921904,432.2003914727352,4.0,Andrew Jtnes,M,USA,2002-07-04,Furniture,FurniStyle,45,True
272,2019,Apr,297,Product C,23,16.66702427534471,383.3415583329283,4.0,Matthew Martinez,M,Colombia,1993-04-04,Furniture,FurniStyle,45,True
274,2019,Apr,182,Product A,1,87.64015439590219,87.64015439590219,4.0,Emily Brown,M,USA,1976-03-27,Sports Equipment,ActiveGear,60,True
278,2019,Apr,63,Product D,25,87.0342233582309,2175.8555839557725,4.0,Chris Thomas,M,Canada,1972-02-13,Electronics,TechCorp,120,True
279,2019,Apr,294,Product B,7,37.96055418014163,265.7238792609914,4.0,Daniel Wilson,F,Canada,1972-04-13,Office Supplies,OfficePlus,200,False
281,2019,Apr,443,Product D,51,28.58151206192943,1457.657115158401,4.0,Jane Joneh,M,Canada,1999-02-11,Electronics,TechCorp,120,True
283,2019,Apr,161,Product A,29,60.155893276414126,1744.5209050160097,4.0,James Jonfs,M,USA,1979-03-07,Sports Equipment,ActiveGear,60,True
285,2019,Apr,49,Product A,84,48.60395386161624,4082.732124375764,4.0,Daniel Martinez,M,USA,1958-04-26,Sports Equipment,ActiveGear,60,True
291,2019,Apr,371,Product B,66,55.77330966943845,3681.038438182938,4.0,Chris Garcia,M,USA,1961-07-16,Office Supplies,OfficePlus,200,False
292,2019,Apr,113,Product B,94,58.1658314742807,5467.588158582386,4.0,Sopyia Moore,M,USA,1972-05-21,Office Supplies,OfficePlus,200,False
293,2019,Apr,319,Product D,1,36.76446707449581,36.76446707449581,4.0,Andrew zoore,M,Colombia,1990-09-22,Electronics,TechCorp,120,True
294,2019,Apr,55,Product C,32,30.86867619842845,987.7976383497104,4.0,Jane Martin,F,Canada,1969-06-24,Furniture,FurniStyle,45,True
300,2019,Apr,92,Product B,35,28.101358144948136,983.5475350731848,4.0,Sophia Taylor,M,Canada,1992-12-25,Office Supplies,OfficePlus,200,False
301,2019,Apr,78,Product C,16,42.73243531375321,683.7189650200513,4.0,Laura Jackson,F,USA,2004-10-27,Furniture,FurniStyle,45,True
302,2019,Apr,165,Product E,14,32.84903437479626,459.8864812471477,4.0,Ashley Smith,F,Colombia,1986-06-26,Home Appliances,HomeSolutions,85,False
303,2019,Apr,432,Product B,7,65.15787361654125,456.1051153157888,4.0,Andrew Martin,F,Colombia,1994-11-28,Office Supplies,OfficePlus,200,False
306,2019,Apr,2,Product A,47,64.35232074910886,3024.559075208116,4.0,Laura Moore,M,Canada,2003-02-09,Sports Equipment,ActiveGear,60,True
307,2019,Apr,11,Product B,2,39.4906251585336,78.9812503170672,4.0,Andrew Harris,M,USA,1965-04-24,Office Supplies,OfficePlus,200,False
308,2019,Apr,119,Product D,20,64.29414624566773,1285.8829249133546,4.0,Sarah Garcia,M,Canada,1994-04-25,Electronics,TechCorp,120,True
309,2019,Apr,422,Product A,98,86.80146189759856,8506.54326596466,4.0,Chris Robinson,M,Colombia,1958-12-25,Sports Equipment,ActiveGear,60,True
310,2019,Apr,355,Product D,86,79.07708360486292,6800.629190018211,4.0,Hannah Taylor,F,Mexico,1987-07-25,Electronics,TechCorp,120,True
314,2019,Apr,246,Product C,4,17.566240056906388,7026.496022762555,4.0,Joshua Martin,F,Canada,1981-09-16,Furniture,FurniStyle,45,True
317,2019,Apr,41,Product B,17,43.49856836263043,739.4756621647173,4.0,Megan Moore,M,Mexico,1976-05-15,Office Supplies,OfficePlus,200,False
319,2019,Apr,362,Product E,27,90.50177097556998,2443.547816340389,4.0,Andrew Brown,F,Mexico,1986-04-05,Home Appliances,HomeSolutions,85,False
320,2019,Apr,134,Product C,40,28.819412753351788,1152.7765101340715,4.0,Sophia White,M,Colombia,1963-05-28,Furniture,FurniStyle,45,True
321,2019,Apr,237,Product A,53,21.66027146922772,1147.9943878690688,4.0,Chris Taylor,F,Canada,1991-10-10,Sports Equipment,ActiveGear,60,True
324,2019,Apr,310,Product C,65,12.865873452887016,836.281774437656,4.0,Joshua Davis,M,Canada,1979-12-16,Furniture,FurniStyle,45,True
325,2019,Apr,292,Product C,26,11.4837220086387,298.5767722246062,4.0,Laura Robinson,F,Colombia,1971-11-18,Furniture,FurniStyle,45,True
330,2019,Apr,491,Product A,62,95.7474497087305,5936.341881941291,4.0,Daniel Taylor,M,Mexico,1966-10-26,Sports Equipment,ActiveGear,60,True
331,2019,Apr,491,Product B,73,78.23665935585308,5711.276132977275,4.0,Daniel Taylor,M,Mexico,1966-10-26,Office Supplies,OfficePlus,200,False
332,2019,Apr,73,Product A,40,74.17793183934232,2967.1172735736927,4.0,James Anderson,F,USA,1998-12-04,Sports Equipment,ActiveGear,60,True
334,2019,May,25,Product C,3,12.387707687500924,37.16312306250277,5.0,James Jones,F,USA,1974-05-11,Furniture,FurniStyle,45,True
342,2019,May,59,Product B,26,8.74554708000806,227.3842240802096,5.0,Rachel Jones,M,Mexico,1962-03-19,Office Supplies,OfficePlus,200,False
343,2019,May,266,Product A,23,57.80162523653207,1329.4373804402376,5.0,Daniel Smith,F,USA,1966-04-05,Sports Equipment,ActiveGear,60,True
345,2019,May,117,Product A,48,15.951792018492016,765.6860168876168,5.0,Joseph Smith,F,Mexico,1981-02-15,Sports Equipment,ActiveGear,60,True
346,2019,May,315,Product E,82,75.78113207142094,6214.052829856517,5.0,Joshua Jones,M,USA,1979-02-09,Home Appliances,HomeSolutions,85,False
349,2019,May,483,Product D,60,50.70087896518821,3042.0527379112928,5.0,Matthew Harris,M,Colombia,1992-08-20,Electronics,TechCorp,120,True
350,2019,May,131,Product E,43,37.288121557966285,1603.3892269925502,5.0,Matthew White,M,Canada,1980-03-03,Home Appliances,HomeSolutions,85,False
351,2019,May,183,Product D,39,34.95258209390798,1363.1507016624112,5.0,Andrew Anderson,F,Mexico,1969-12-21,Electronics,TechCorp,120,True
353,2019,May,397,Product B,33,89.16788608243778,2942.5402407204465,5.0,EmilyuJones,M,Mexico,1978-05-08,Office Supplies,OfficePlus,200,False
355,2019,May,170,Product B,30,5.022564739709035,150.67694219127105,5.0,Matthew Martin,F,Colombia,1981-08-29,Office Supplies,OfficePlus,200,False
356,2019,May,269,Product E,18,94.21143135872514,1695.8057644570524,5.0,James Miller,F,USA,1991-04-09,Home Appliances,HomeSolutions,85,False
361,2019,May,359,Product D,5,74.56582168254128,372.8291084127064,5.0,Hannah Wilson,M,Canada,1981-12-09,Electronics,TechCorp,120,True
363,2019,May,158,Product B,68,72.97756494725299,4962.474416413204,5.0,Daniel Garcia,F,Canada,1973-04-18,Office Supplies,OfficePlus,200,False
364,2019,May,293,Product A,48,6.698023799674312,321.505142384367,5.0,wane Thompson,M,USA,1986-09-08,Sports Equipment,ActiveGear,60,True
365,2019,May,494,Product A,15,41.51103148016976,622.6654722025464,5.0,Hannah Jones,F,USA,1960-08-29,Sports Equipment,ActiveGear,60,True
366,2019,May,344,Product D,12,95.85949126814538,1150.3138952177446,5.0,Rachel Brown,F,Colombia,1993-11-27,Electronics,TechCorp,120,True
374,2019,May,215,Product A,9,93.13646690354524,838.228202131907,5.0,James Thompxon,M,USA,1979-05-08,Sports Equipment,ActiveGear,60,True
380,2019,May,440,Product C,92,50.284298691385,4626.15547960742,5.0,HannahlDavis,M,USA,1991-11-06,Furniture,FurniStyle,45,True
383,2019,May,226,Product D,79,5.482803282712466,433.1414593342848,5.0,Ashley Williams,M,Colombia,1995-12-02,Electronics,TechCorp,120,True
393,2019,May,170,Product D,63,71.40412011376083,4498.459567166932,5.0,Matthew Martin,F,Colombia,1981-08-29,Electronics,TechCorp,120,True
396,2019,May,437,Product B,2,84.05274690598549,168.10549381197097,5.0,Chris Garcia,F,Colombia,1966-05-13,Office Supplies,OfficePlus,200,False
397,2019,May,477,Product D,39,23.34762213579284,910.5572632959208,5.0,Sophia Taylor,F,Mexico,1958-04-17,Electronics,TechCorp,120,True
400,2019,May,163,Product C,30,6.75063328013066,202.5189984039198,5.0,Matthew Martin,M,USA,1976-09-05,Furniture,FurniStyle,45,True
402,2019,May,335,Product E,93,79.93666327772071,7434.109684828026,5.0,Emily Wilson,F,USA,1996-11-22,Home Appliances,HomeSolutions,85,False
403,2019,May,404,Product D,68,33.59153885994755,2284.224642476433,5.0,Michael Thomas,M,Mexico,1981-10-02,Electronics,TechCorp,120,True
409,2019,May,395,Product A,6,40.32418527767884,241.94511166607305,5.0,Daniel Jackson,F,USA,1971-07-02,Sports Equipment,ActiveGear,60,True
410,2019,May,416,Product C,75,69.913060777618,5243.47955832135,5.0,Andrew Miller,M,Mexico,1992-12-30,Furniture,FurniStyle,45,True
411,2019,May,26,Product B,46,49.51124459301551,2277.517251278713,5.0,John Johnson,F,Colombia,1989-10-30,Office Supplies,OfficePlus,200,False
412,2019,May,4,Product A,99,47.88176731131917,4740.294963820598,5.0,Cxris Taylor,F,Colombia,1974-04-14,Sports Equipment,ActiveGear,60,True
414,2019,May,288,Product B,47,69.64743369709774,3273.4293837635937,5.0,John willer,F,USA,1967-06-26,Office Supplies,OfficePlus,200,False
415,2019,May,22,Product C,27,87.46516064056782,2361.559337295332,5.0,Rachel White,F,USA,1991-02-07,Furniture,FurniStyle,45,True
419,2019,Jun,257,Product B,38,26.845687559653182,1020.1361272668212,6.0,John Martin,F,USA,1982-03-25,Office Supplies,OfficePlus,200,False
420,2019,Jun,445,Product C,64,87.47166728160045,5598.186706022429,6.0,Michael parris,F,USA,1962-08-20,Furniture,FurniStyle,45,True
423,2019,Jun,473,Product A,93,78.77670101521547,7326.233194415038,6.0,Rachel Brown,M,Canada,1990-03-03,Sports Equipment,ActiveGear,60,True
424,2019,Jun,79,Product C,46,55.38366740418433,2547.648700592479,6.0,Jessica Martinez,F,Mexico,1993-03-12,Furniture,FurniStyle,45,True
426,2019,Jun,181,Product D,3,22.61859309428216,67.85577928284648,6.0,Matthew Miller,M,Canada,1967-09-27,Electronics,TechCorp,120,True
427,2019,Jun,15,Product A,94,16.144277951427476,1517.562127434183,6.0,pane Jackson,F,USA,1967-05-25,Sports Equipment,ActiveGear,60,True
430,2019,Jun,117,Product B,88,46.15844115230728,4061.942821403041,6.0,Joseph Smith,F,Mexico,1981-02-15,Office Supplies,OfficePlus,200,False
